language,sentence,n,rand_edgelist,root
Czech,238,23,"[(8, 18), (10, 6), (19, 17), (7, 16), (6, 5), (5, 15), (12, 8), (2, 11), (1, 21), (2, 20), (2, 22), (2, 16), (23, 3), (1, 17), (12, 23), (14, 9), (21, 13), (5, 4), (13, 8), (16, 5), (14, 16), (19, 5)]",5
Czech,239,14,"[(4, 11), (8, 3), (11, 9), (7, 14), (5, 6), (8, 1), (6, 12), (12, 2), (11, 3), (1, 2), (2, 10), (14, 5), (13, 5)]",3
Czech,241,5,"[(5, 3), (4, 3), (2, 1), (2, 5)]",1
Czech,244,18,"[(7, 1), (12, 15), (14, 8), (9, 12), (10, 17), (16, 5), (5, 4), (17, 18), (17, 13), (16, 11), (7, 3), (6, 14), (12, 16), (15, 8), (16, 1), (18, 14), (16, 2)]",17
Czech,245,11,"[(6, 8), (9, 5), (10, 7), (3, 10), (1, 8), (11, 1), (3, 4), (7, 9), (4, 1), (2, 9)]",1
Czech,246,18,"[(14, 2), (1, 17), (12, 15), (8, 6), (17, 4), (17, 6), (1, 18), (8, 5), (16, 9), (3, 13), (10, 11), (9, 10), (1, 16), (3, 10), (11, 14), (14, 7), (3, 15)]",16
Czech,247,17,"[(15, 5), (12, 14), (3, 13), (15, 2), (15, 16), (1, 9), (8, 6), (6, 4), (13, 17), (17, 11), (8, 10), (1, 6), (8, 15), (11, 12), (7, 10), (17, 7)]",5
Czech,249,18,"[(17, 12), (1, 18), (16, 15), (14, 12), (6, 7), (16, 11), (17, 3), (8, 13), (18, 10), (4, 10), (2, 3), (16, 8), (14, 5), (12, 7), (10, 6), (8, 18), (9, 17)]",6
Czech,250,7,"[(7, 3), (7, 6), (2, 5), (7, 4), (3, 1), (1, 5)]",2
Czech,252,12,"[(12, 4), (9, 1), (3, 6), (5, 6), (12, 7), (4, 9), (12, 5), (10, 1), (1, 11), (2, 7), (8, 2)]",1
Czech,253,17,"[(1, 10), (2, 9), (9, 17), (16, 7), (10, 14), (9, 8), (15, 8), (5, 13), (15, 12), (6, 4), (10, 3), (9, 4), (11, 1), (2, 16), (5, 17), (1, 5)]",5
Czech,254,14,"[(1, 5), (10, 12), (3, 2), (12, 14), (12, 13), (1, 3), (7, 2), (9, 3), (3, 4), (2, 6), (13, 11), (2, 8), (11, 8)]",3
Czech,255,10,"[(10, 8), (7, 2), (10, 1), (2, 1), (6, 8), (9, 4), (4, 1), (6, 5), (1, 3)]",8
Czech,256,13,"[(4, 6), (13, 10), (2, 9), (6, 5), (12, 3), (1, 10), (1, 3), (10, 7), (5, 12), (9, 4), (11, 2), (4, 8)]",4
Czech,261,13,"[(5, 12), (10, 2), (3, 11), (12, 9), (11, 6), (6, 2), (1, 7), (4, 10), (11, 8), (2, 13), (10, 1), (7, 5)]",7
Czech,262,25,"[(22, 7), (10, 15), (14, 10), (22, 1), (20, 3), (17, 9), (7, 15), (8, 25), (23, 13), (4, 25), (8, 19), (11, 17), (15, 24), (17, 3), (24, 21), (22, 17), (20, 2), (10, 13), (6, 12), (16, 20), (18, 23), (4, 15), (5, 20), (2, 12)]",22
Czech,263,10,"[(4, 5), (2, 4), (10, 5), (7, 10), (9, 6), (3, 2), (1, 3), (7, 6), (3, 8)]",2
Czech,273,13,"[(4, 11), (1, 10), (8, 10), (2, 12), (9, 5), (7, 5), (2, 6), (11, 13), (4, 8), (12, 8), (4, 3), (3, 9)]",5
Czech,274,14,"[(1, 10), (9, 11), (8, 6), (4, 14), (3, 6), (2, 12), (13, 8), (13, 1), (5, 14), (5, 6), (10, 7), (11, 4), (2, 4)]",4
Czech,275,6,"[(5, 3), (4, 2), (4, 5), (6, 1), (1, 3)]",1
Czech,278,19,"[(13, 16), (10, 6), (12, 11), (17, 3), (17, 10), (1, 4), (4, 14), (16, 7), (19, 18), (6, 16), (18, 14), (12, 9), (1, 8), (4, 5), (17, 15), (8, 13), (16, 2), (9, 17)]",6
Czech,281,18,"[(12, 17), (2, 18), (4, 5), (9, 8), (7, 4), (15, 18), (13, 8), (1, 17), (16, 13), (7, 9), (17, 4), (15, 10), (5, 3), (1, 6), (13, 11), (13, 18), (14, 3)]",18
Czech,284,10,"[(1, 7), (3, 7), (9, 8), (1, 4), (1, 9), (5, 7), (7, 10), (1, 2), (7, 6)]",1
Czech,285,9,"[(6, 2), (9, 5), (3, 8), (8, 4), (1, 8), (9, 1), (8, 7), (7, 2)]",9
Czech,288,10,"[(7, 5), (2, 9), (6, 7), (1, 3), (9, 10), (2, 6), (8, 5), (1, 4), (6, 1)]",6
Czech,289,11,"[(3, 4), (9, 11), (8, 3), (9, 6), (1, 11), (7, 2), (5, 7), (6, 3), (5, 3), (10, 11)]",11
Czech,290,17,"[(12, 6), (11, 14), (10, 12), (2, 12), (9, 4), (8, 7), (5, 1), (11, 3), (13, 6), (4, 16), (11, 4), (11, 1), (15, 6), (5, 10), (4, 17), (8, 15)]",6
Czech,291,16,"[(16, 1), (16, 5), (11, 16), (16, 3), (4, 14), (4, 8), (8, 11), (13, 10), (5, 7), (2, 14), (13, 7), (15, 11), (7, 6), (8, 9), (10, 12)]",7
Czech,293,9,"[(3, 5), (3, 2), (3, 1), (9, 3), (2, 6), (5, 4), (8, 4), (7, 2)]",3
Czech,295,11,"[(3, 11), (5, 6), (9, 4), (11, 1), (2, 10), (11, 7), (4, 7), (7, 5), (7, 2), (11, 8)]",7
Czech,301,10,"[(4, 5), (9, 1), (7, 1), (10, 6), (8, 10), (10, 1), (3, 2), (1, 5), (2, 4)]",1
Czech,303,16,"[(4, 2), (6, 8), (12, 5), (15, 12), (3, 9), (10, 5), (5, 2), (8, 3), (1, 5), (4, 16), (14, 6), (12, 13), (11, 7), (12, 11), (1, 9)]",5
Czech,306,24,"[(18, 9), (12, 14), (15, 3), (10, 6), (23, 14), (20, 3), (1, 11), (21, 12), (20, 19), (12, 2), (5, 7), (10, 16), (11, 18), (17, 16), (4, 3), (8, 13), (20, 24), (23, 3), (17, 1), (6, 13), (22, 20), (7, 19), (14, 17)]",17
Czech,309,17,"[(3, 5), (12, 15), (14, 16), (10, 11), (11, 5), (2, 9), (1, 12), (8, 5), (17, 11), (13, 6), (11, 4), (14, 12), (6, 5), (12, 7), (12, 9), (10, 7)]",12
Czech,310,25,"[(6, 12), (23, 19), (3, 24), (7, 22), (13, 24), (1, 24), (22, 10), (14, 17), (8, 24), (5, 13), (13, 15), (23, 16), (11, 15), (17, 24), (1, 22), (13, 9), (20, 11), (25, 19), (21, 6), (12, 20), (13, 16), (2, 20), (4, 20), (18, 10)]",22
Czech,311,10,"[(4, 7), (2, 9), (8, 1), (8, 10), (6, 10), (4, 10), (5, 1), (3, 8), (5, 9)]",1
Czech,313,9,"[(9, 1), (7, 5), (4, 5), (2, 5), (5, 8), (9, 7), (2, 3), (6, 2)]",5
Czech,314,10,"[(6, 8), (1, 4), (4, 7), (3, 4), (10, 5), (5, 7), (2, 10), (10, 9), (3, 8)]",8
Czech,315,16,"[(5, 16), (15, 12), (7, 4), (8, 1), (13, 8), (10, 2), (3, 9), (14, 8), (8, 16), (4, 10), (16, 4), (11, 3), (11, 12), (6, 8), (1, 11)]",16
Czech,322,20,"[(3, 14), (14, 17), (16, 1), (18, 1), (17, 4), (8, 9), (17, 7), (9, 14), (18, 5), (6, 11), (8, 20), (10, 18), (2, 11), (11, 7), (13, 9), (12, 18), (5, 6), (15, 6), (19, 6)]",6
Czech,323,13,"[(7, 12), (1, 7), (13, 1), (12, 10), (12, 8), (8, 6), (5, 8), (1, 9), (4, 9), (9, 2), (4, 11), (3, 10)]",9
Czech,328,18,"[(4, 10), (7, 8), (2, 14), (6, 9), (2, 13), (18, 11), (9, 13), (3, 4), (16, 3), (3, 11), (15, 5), (10, 12), (3, 2), (8, 17), (5, 16), (1, 6), (5, 8)]",8
Czech,329,19,"[(18, 4), (14, 13), (4, 6), (2, 17), (11, 7), (4, 5), (7, 6), (8, 10), (10, 3), (9, 5), (10, 15), (19, 14), (11, 3), (1, 4), (5, 16), (19, 10), (5, 17), (12, 2)]",3
Czech,330,20,"[(10, 15), (6, 13), (7, 19), (11, 4), (9, 7), (12, 2), (1, 11), (18, 14), (2, 17), (6, 19), (1, 8), (20, 15), (6, 3), (7, 2), (20, 5), (5, 6), (15, 16), (12, 1), (10, 18)]",6
Czech,332,25,"[(25, 24), (11, 22), (10, 20), (11, 16), (16, 7), (22, 24), (5, 1), (12, 24), (10, 16), (25, 3), (2, 18), (6, 7), (14, 5), (2, 8), (23, 22), (25, 15), (10, 2), (21, 24), (19, 1), (5, 12), (9, 21), (4, 19), (17, 11), (2, 13)]",24
Czech,334,11,"[(3, 1), (1, 2), (2, 5), (1, 6), (7, 9), (8, 7), (7, 2), (1, 11), (1, 4), (10, 1)]",5
Czech,336,16,"[(11, 14), (12, 10), (3, 7), (12, 6), (5, 15), (4, 13), (4, 16), (2, 14), (6, 5), (9, 4), (3, 14), (1, 8), (7, 1), (4, 15), (16, 1)]",1
Czech,340,8,"[(3, 8), (7, 1), (5, 1), (8, 6), (6, 7), (4, 1), (8, 2)]",8
Czech,342,17,"[(17, 2), (14, 13), (9, 1), (16, 9), (17, 5), (17, 4), (3, 10), (12, 11), (4, 15), (4, 11), (14, 12), (17, 1), (11, 7), (8, 14), (6, 13), (9, 3)]",9
Czech,343,20,"[(10, 9), (18, 14), (12, 16), (17, 16), (9, 6), (15, 9), (8, 14), (11, 7), (1, 20), (7, 2), (13, 20), (4, 17), (19, 13), (15, 8), (1, 5), (17, 13), (11, 14), (3, 15), (8, 19)]",11
Czech,346,22,"[(10, 18), (2, 15), (7, 15), (10, 17), (8, 1), (11, 4), (17, 8), (10, 12), (18, 4), (18, 14), (22, 18), (9, 6), (13, 15), (5, 15), (10, 9), (20, 6), (19, 16), (7, 20), (6, 21), (19, 6), (19, 3)]",3
Czech,349,20,"[(15, 12), (18, 2), (18, 10), (6, 4), (16, 8), (10, 4), (14, 7), (7, 3), (8, 17), (13, 17), (19, 11), (12, 14), (17, 7), (8, 5), (1, 8), (9, 14), (5, 18), (18, 20), (19, 9)]",8
Czech,350,18,"[(6, 9), (1, 18), (4, 13), (9, 13), (10, 8), (3, 15), (3, 18), (9, 16), (4, 11), (8, 6), (6, 7), (17, 15), (5, 1), (2, 18), (6, 14), (8, 5), (12, 8)]",6
Czech,352,18,"[(18, 11), (7, 15), (18, 3), (18, 17), (4, 18), (14, 11), (8, 17), (8, 15), (13, 15), (11, 10), (11, 6), (6, 9), (17, 2), (12, 11), (15, 5), (18, 1), (15, 16)]",7
Czech,354,8,"[(3, 7), (2, 1), (2, 8), (5, 1), (1, 6), (1, 7), (7, 4)]",1
Czech,357,10,"[(6, 3), (6, 4), (6, 1), (7, 3), (10, 1), (3, 2), (8, 10), (4, 9), (5, 2)]",1
Czech,358,16,"[(12, 5), (1, 13), (13, 3), (14, 16), (9, 11), (6, 4), (2, 15), (13, 4), (14, 2), (1, 11), (5, 7), (10, 15), (11, 14), (10, 12), (8, 1)]",12
Czech,359,18,"[(7, 10), (10, 15), (10, 11), (17, 6), (5, 14), (13, 6), (2, 13), (1, 10), (2, 4), (4, 18), (16, 10), (9, 7), (10, 8), (5, 8), (12, 7), (17, 15), (1, 3)]",5
Czech,364,11,"[(1, 4), (11, 8), (3, 2), (6, 4), (2, 1), (3, 7), (4, 8), (6, 9), (5, 10), (10, 1)]",8
Czech,366,9,"[(7, 3), (8, 5), (7, 5), (6, 9), (6, 4), (1, 3), (6, 2), (2, 8)]",7
Czech,368,15,"[(5, 11), (6, 10), (3, 4), (15, 5), (10, 7), (14, 11), (9, 4), (9, 10), (8, 1), (8, 3), (2, 14), (1, 13), (12, 5), (10, 5)]",10
Czech,370,15,"[(5, 12), (5, 11), (3, 14), (8, 5), (6, 7), (13, 1), (6, 15), (1, 5), (10, 12), (4, 11), (3, 15), (9, 10), (3, 12), (2, 7)]",12
Czech,371,12,"[(10, 8), (8, 9), (5, 1), (9, 7), (12, 9), (8, 3), (7, 4), (7, 2), (6, 9), (2, 5), (11, 8)]",10
Czech,372,20,"[(2, 15), (10, 5), (16, 3), (8, 17), (18, 12), (2, 11), (7, 8), (8, 11), (16, 20), (3, 1), (6, 1), (14, 19), (9, 12), (1, 8), (10, 14), (14, 13), (10, 20), (4, 3), (9, 17)]",9
Czech,374,11,"[(11, 6), (10, 5), (8, 9), (6, 5), (8, 3), (1, 10), (7, 2), (3, 6), (1, 2), (3, 4)]",10
Czech,375,7,"[(7, 6), (5, 2), (1, 6), (4, 7), (6, 5), (3, 1)]",7
Czech,377,14,"[(9, 10), (1, 3), (10, 2), (5, 6), (12, 8), (13, 14), (12, 11), (8, 13), (2, 6), (13, 7), (5, 4), (12, 9), (1, 12)]",2
Czech,379,32,"[(10, 11), (28, 31), (12, 7), (25, 24), (32, 13), (32, 29), (21, 28), (22, 23), (6, 14), (9, 12), (2, 22), (16, 6), (13, 12), (9, 20), (8, 24), (4, 11), (3, 25), (23, 3), (9, 24), (30, 19), (15, 4), (32, 30), (6, 22), (28, 2), (17, 18), (27, 24), (4, 5), (17, 3), (5, 12), (26, 24), (2, 1)]",25
Czech,382,27,"[(9, 20), (3, 5), (22, 1), (8, 12), (11, 18), (26, 9), (3, 12), (17, 22), (27, 1), (20, 2), (3, 23), (6, 9), (10, 15), (6, 23), (21, 19), (18, 24), (23, 7), (13, 9), (3, 14), (4, 19), (25, 21), (16, 15), (1, 24), (11, 16), (22, 21), (12, 22)]",22
Czech,383,9,"[(6, 9), (6, 4), (8, 7), (7, 4), (3, 2), (2, 8), (1, 4), (2, 5)]",7
Czech,385,16,"[(12, 4), (7, 5), (2, 7), (8, 11), (14, 16), (1, 13), (10, 11), (5, 10), (11, 3), (6, 1), (14, 10), (6, 11), (9, 10), (14, 15), (14, 12)]",10
Czech,388,14,"[(3, 9), (14, 5), (6, 2), (1, 4), (3, 1), (2, 14), (3, 7), (8, 14), (10, 6), (12, 7), (11, 8), (12, 14), (8, 13)]",3
Czech,389,11,"[(10, 3), (2, 7), (6, 8), (1, 6), (6, 11), (1, 4), (9, 2), (1, 7), (8, 3), (5, 10)]",7
Czech,390,10,"[(7, 4), (9, 4), (5, 1), (7, 5), (2, 8), (8, 10), (2, 3), (6, 5), (1, 8)]",7
Czech,393,29,"[(13, 6), (12, 9), (29, 26), (24, 1), (26, 27), (10, 23), (22, 25), (8, 2), (16, 29), (2, 3), (17, 23), (7, 24), (28, 2), (1, 14), (23, 20), (26, 24), (12, 3), (19, 1), (11, 5), (27, 25), (4, 20), (16, 6), (18, 20), (19, 15), (29, 8), (4, 11), (3, 10), (29, 21)]",2
Czech,395,24,"[(23, 18), (1, 8), (10, 13), (5, 4), (14, 22), (12, 3), (23, 9), (20, 5), (17, 15), (19, 4), (17, 10), (22, 23), (8, 16), (21, 22), (8, 12), (2, 17), (21, 5), (7, 17), (7, 3), (22, 6), (11, 13), (14, 17), (23, 24)]",17
Czech,396,21,"[(12, 14), (7, 9), (3, 10), (14, 11), (10, 17), (16, 5), (19, 13), (17, 4), (7, 13), (4, 6), (10, 20), (14, 13), (5, 15), (19, 21), (17, 18), (6, 1), (15, 11), (11, 2), (9, 8), (12, 10)]",13
Czech,397,17,"[(11, 9), (2, 10), (4, 12), (5, 10), (13, 7), (9, 17), (8, 15), (1, 13), (4, 14), (12, 17), (15, 12), (2, 8), (7, 3), (6, 12), (3, 12), (16, 7)]",12
Czech,398,11,"[(3, 2), (10, 2), (5, 3), (7, 1), (5, 9), (10, 6), (7, 3), (4, 5), (11, 8), (6, 8)]",3
Czech,399,15,"[(3, 2), (3, 1), (14, 12), (8, 13), (4, 6), (14, 2), (7, 4), (1, 10), (9, 3), (15, 10), (4, 1), (13, 3), (5, 11), (5, 2)]",2
Czech,400,10,"[(2, 3), (10, 5), (4, 9), (6, 2), (3, 7), (4, 3), (9, 8), (9, 10), (1, 10)]",3
Czech,402,19,"[(3, 6), (12, 11), (11, 5), (6, 9), (16, 11), (17, 12), (1, 12), (7, 14), (19, 13), (15, 9), (11, 2), (4, 8), (7, 2), (10, 12), (13, 11), (19, 18), (9, 2), (8, 2)]",16
Czech,404,11,"[(2, 10), (5, 1), (7, 3), (11, 4), (11, 3), (1, 8), (5, 6), (3, 2), (3, 9), (5, 10)]",2
Czech,407,13,"[(7, 1), (5, 6), (10, 2), (13, 9), (8, 4), (2, 7), (4, 7), (13, 7), (8, 12), (11, 9), (4, 6), (3, 9)]",4
Czech,408,25,"[(16, 17), (18, 23), (3, 6), (17, 15), (4, 22), (8, 5), (1, 5), (6, 22), (23, 7), (13, 5), (16, 19), (15, 25), (6, 7), (2, 16), (9, 10), (24, 17), (12, 4), (11, 17), (1, 14), (1, 9), (16, 21), (20, 8), (4, 5), (15, 23)]",23
Czech,410,21,"[(9, 14), (1, 12), (8, 14), (11, 3), (11, 15), (7, 17), (4, 17), (16, 19), (11, 12), (19, 2), (20, 8), (3, 10), (13, 9), (16, 21), (12, 7), (6, 19), (21, 3), (19, 14), (18, 4), (14, 5)]",14
Czech,411,17,"[(14, 6), (11, 2), (11, 9), (6, 17), (17, 10), (17, 3), (13, 1), (16, 10), (13, 4), (17, 11), (5, 14), (17, 13), (8, 16), (14, 7), (12, 9), (6, 15)]",17
Czech,412,34,"[(26, 4), (16, 34), (20, 13), (12, 8), (12, 9), (21, 26), (5, 10), (14, 7), (21, 24), (8, 14), (2, 26), (10, 3), (15, 30), (9, 24), (18, 34), (4, 17), (21, 1), (21, 6), (29, 30), (32, 11), (33, 30), (17, 5), (19, 16), (25, 7), (22, 33), (17, 23), (20, 19), (18, 3), (4, 31), (10, 27), (15, 28), (2, 32), (22, 23)]",23
Czech,413,14,"[(1, 3), (11, 6), (2, 5), (12, 2), (9, 14), (4, 7), (10, 14), (13, 1), (14, 8), (4, 11), (1, 7), (12, 8), (10, 7)]",4
Czech,416,25,"[(10, 4), (17, 8), (22, 11), (3, 21), (19, 22), (3, 20), (20, 25), (7, 5), (16, 12), (1, 17), (16, 1), (9, 5), (19, 20), (10, 2), (13, 25), (14, 16), (21, 8), (19, 6), (18, 10), (15, 20), (22, 23), (11, 4), (21, 24), (5, 20)]",3
Czech,418,24,"[(7, 9), (18, 17), (8, 2), (18, 11), (19, 4), (10, 5), (6, 20), (17, 21), (23, 7), (3, 24), (8, 4), (3, 7), (10, 13), (13, 4), (11, 15), (20, 14), (21, 22), (16, 18), (7, 19), (15, 19), (4, 1), (4, 6), (18, 12)]",19
Czech,420,17,"[(14, 16), (4, 11), (10, 3), (1, 15), (4, 6), (4, 16), (10, 13), (5, 14), (7, 1), (2, 17), (9, 3), (17, 4), (16, 3), (16, 12), (11, 8), (16, 15)]",11
Czech,423,16,"[(1, 12), (6, 5), (8, 10), (10, 3), (3, 1), (15, 1), (5, 9), (5, 4), (7, 14), (11, 3), (7, 10), (11, 13), (9, 16), (10, 2), (4, 11)]",9
Czech,425,21,"[(15, 3), (11, 17), (20, 13), (18, 2), (19, 21), (14, 8), (17, 12), (20, 11), (8, 6), (20, 21), (19, 15), (15, 5), (4, 2), (16, 10), (7, 18), (1, 21), (17, 14), (13, 16), (6, 9), (21, 4)]",20
Czech,428,20,"[(4, 2), (11, 14), (19, 17), (8, 11), (20, 14), (11, 3), (6, 18), (6, 14), (7, 13), (10, 12), (6, 9), (2, 5), (8, 15), (2, 8), (14, 13), (10, 3), (8, 1), (2, 17), (14, 16)]",11
Czech,430,15,"[(2, 12), (10, 7), (12, 8), (11, 5), (9, 6), (10, 9), (10, 11), (1, 13), (14, 10), (3, 5), (8, 14), (6, 4), (3, 1), (8, 15)]",10
Czech,434,13,"[(2, 11), (12, 2), (6, 11), (1, 9), (9, 8), (3, 2), (10, 11), (4, 13), (7, 9), (1, 5), (5, 2), (5, 13)]",5
Czech,435,12,"[(6, 9), (4, 8), (7, 2), (11, 6), (8, 5), (2, 11), (12, 10), (1, 8), (8, 6), (1, 12), (3, 7)]",11
Czech,436,14,"[(8, 10), (6, 12), (1, 7), (13, 10), (5, 3), (6, 7), (11, 5), (6, 2), (3, 2), (13, 12), (4, 13), (14, 5), (9, 10)]",5
Czech,437,12,"[(6, 12), (11, 2), (2, 3), (4, 1), (6, 9), (7, 5), (7, 6), (1, 12), (4, 3), (10, 1), (8, 6)]",12
Czech,440,19,"[(11, 14), (8, 3), (18, 17), (16, 15), (8, 5), (13, 12), (8, 17), (19, 6), (4, 10), (7, 4), (10, 15), (8, 13), (8, 4), (19, 9), (10, 14), (5, 1), (8, 9), (15, 2)]",8
Czech,444,18,"[(7, 14), (14, 3), (16, 4), (6, 15), (10, 15), (17, 10), (1, 6), (11, 1), (17, 9), (1, 12), (18, 9), (7, 10), (10, 16), (8, 9), (5, 12), (9, 13), (2, 17)]",10
Czech,445,36,"[(3, 13), (20, 29), (5, 15), (14, 10), (32, 31), (32, 5), (27, 16), (3, 19), (23, 8), (35, 2), (17, 11), (24, 18), (18, 36), (6, 33), (2, 28), (13, 29), (26, 31), (6, 19), (1, 31), (9, 21), (14, 22), (25, 16), (17, 13), (12, 14), (34, 25), (24, 34), (3, 4), (35, 13), (14, 3), (35, 30), (14, 36), (23, 28), (9, 31), (7, 20), (8, 21)]",32
Czech,446,12,"[(11, 7), (9, 4), (8, 3), (3, 7), (10, 11), (9, 12), (11, 4), (12, 6), (5, 1), (9, 2), (1, 12)]",11
Czech,449,7,"[(6, 5), (1, 3), (2, 4), (3, 4), (6, 7), (7, 1)]",7
Czech,450,7,"[(6, 3), (5, 6), (6, 7), (1, 3), (6, 2), (4, 3)]",4
Czech,452,6,"[(4, 6), (5, 2), (1, 4), (6, 3), (6, 5)]",1
Czech,453,18,"[(6, 15), (17, 14), (4, 8), (18, 3), (16, 7), (8, 13), (8, 11), (4, 5), (12, 1), (8, 9), (6, 2), (3, 17), (16, 15), (10, 18), (11, 17), (9, 7), (12, 17)]",8
Czech,457,10,"[(9, 10), (5, 4), (9, 2), (9, 6), (1, 6), (10, 3), (7, 9), (8, 10), (4, 8)]",9
Czech,459,13,"[(1, 6), (13, 3), (11, 7), (5, 12), (12, 2), (3, 11), (9, 4), (2, 6), (8, 12), (8, 9), (10, 9), (7, 9)]",9
Czech,462,13,"[(7, 6), (3, 9), (8, 12), (10, 1), (1, 13), (7, 5), (2, 7), (9, 11), (9, 2), (6, 12), (4, 5), (13, 4)]",5
Czech,463,18,"[(9, 17), (15, 13), (11, 12), (4, 7), (5, 9), (5, 18), (1, 4), (17, 12), (12, 6), (8, 5), (8, 16), (3, 18), (9, 10), (14, 13), (15, 5), (5, 7), (2, 3)]",5
Czech,464,12,"[(9, 5), (12, 4), (2, 8), (11, 3), (1, 11), (6, 11), (10, 8), (9, 10), (11, 9), (4, 7), (2, 4)]",4
Czech,465,15,"[(1, 8), (12, 14), (9, 13), (7, 8), (14, 2), (4, 14), (6, 3), (8, 3), (15, 14), (6, 5), (12, 11), (12, 8), (10, 15), (12, 13)]",3
Czech,471,17,"[(15, 13), (10, 3), (7, 12), (9, 12), (5, 8), (1, 11), (8, 15), (7, 3), (7, 17), (15, 14), (11, 8), (16, 4), (2, 4), (13, 12), (16, 10), (8, 6)]",3
Czech,472,19,"[(1, 14), (12, 5), (14, 2), (10, 12), (15, 17), (11, 16), (7, 14), (4, 19), (5, 13), (10, 18), (14, 19), (9, 14), (14, 8), (3, 6), (5, 16), (15, 18), (12, 6), (15, 2)]",5
Czech,473,13,"[(13, 5), (9, 12), (2, 3), (11, 4), (11, 5), (6, 12), (8, 4), (6, 2), (5, 12), (4, 1), (10, 3), (7, 8)]",5
Czech,475,17,"[(7, 10), (15, 5), (14, 9), (3, 9), (13, 16), (7, 1), (7, 6), (17, 2), (4, 9), (5, 16), (10, 11), (8, 7), (3, 12), (7, 2), (9, 7), (15, 10)]",5
Czech,476,11,"[(2, 5), (4, 10), (6, 1), (7, 6), (9, 6), (1, 11), (6, 3), (7, 2), (5, 10), (6, 8)]",6
Czech,477,12,"[(7, 4), (11, 10), (10, 1), (10, 6), (3, 4), (7, 2), (7, 8), (5, 1), (9, 11), (4, 12), (4, 1)]",7
Czech,480,15,"[(1, 2), (13, 7), (6, 14), (10, 8), (5, 11), (6, 9), (15, 1), (3, 8), (12, 15), (12, 11), (10, 2), (6, 5), (13, 8), (4, 7)]",5
Czech,481,26,"[(23, 18), (19, 24), (25, 8), (7, 16), (24, 13), (10, 26), (2, 5), (17, 15), (12, 3), (16, 4), (26, 1), (1, 8), (10, 11), (18, 13), (23, 25), (6, 11), (4, 20), (17, 8), (9, 6), (22, 1), (14, 16), (22, 5), (11, 14), (21, 17), (19, 12)]",19
Czech,482,31,"[(13, 26), (9, 21), (25, 20), (13, 14), (21, 16), (16, 8), (23, 17), (17, 19), (9, 1), (7, 9), (7, 2), (9, 10), (21, 27), (9, 14), (20, 30), (21, 22), (3, 19), (15, 21), (17, 29), (28, 31), (5, 6), (4, 27), (11, 12), (17, 15), (5, 29), (31, 7), (20, 18), (9, 30), (11, 10), (24, 16)]",21
Czech,484,24,"[(11, 3), (3, 20), (15, 10), (15, 19), (16, 7), (9, 18), (4, 3), (20, 12), (6, 5), (24, 8), (8, 19), (1, 24), (23, 22), (7, 20), (14, 2), (22, 2), (9, 11), (13, 18), (24, 3), (23, 11), (16, 6), (21, 20), (7, 17)]",11
Czech,485,25,"[(7, 1), (13, 12), (21, 8), (19, 20), (16, 15), (22, 3), (24, 9), (11, 12), (15, 18), (18, 1), (23, 10), (16, 6), (4, 18), (4, 9), (5, 22), (11, 18), (5, 9), (8, 19), (22, 10), (19, 13), (25, 4), (14, 3), (17, 18), (2, 18)]",22
Czech,487,16,"[(13, 11), (16, 14), (11, 12), (9, 10), (8, 3), (7, 14), (16, 9), (11, 1), (8, 5), (15, 9), (6, 11), (4, 1), (16, 1), (3, 7), (2, 15)]",16
Czech,489,17,"[(2, 6), (17, 3), (13, 3), (15, 16), (11, 1), (2, 12), (5, 12), (7, 8), (7, 15), (13, 6), (12, 14), (11, 12), (6, 7), (4, 17), (10, 7), (9, 6)]",11
Czech,490,25,"[(25, 10), (18, 19), (24, 21), (1, 18), (12, 13), (21, 18), (9, 8), (22, 3), (21, 2), (25, 14), (6, 7), (4, 24), (19, 22), (10, 1), (5, 21), (23, 4), (16, 5), (17, 7), (16, 12), (9, 25), (11, 8), (17, 21), (9, 20), (15, 18)]",21
Czech,491,15,"[(2, 9), (13, 3), (6, 9), (1, 15), (9, 4), (5, 13), (11, 13), (12, 4), (7, 11), (6, 15), (8, 15), (14, 4), (1, 10), (4, 13)]",15
Czech,495,16,"[(16, 14), (15, 5), (1, 8), (4, 7), (14, 3), (1, 2), (6, 14), (11, 9), (4, 16), (13, 8), (8, 3), (15, 8), (12, 6), (9, 2), (14, 10)]",3
Czech,500,28,"[(27, 15), (7, 16), (13, 15), (9, 23), (17, 28), (24, 9), (13, 7), (18, 2), (21, 14), (6, 28), (4, 12), (24, 19), (11, 13), (7, 28), (26, 14), (9, 1), (8, 3), (22, 21), (12, 16), (19, 18), (18, 20), (6, 8), (11, 10), (25, 26), (26, 2), (11, 18), (25, 5)]",15
Czech,501,11,"[(6, 5), (8, 11), (1, 11), (8, 5), (3, 9), (8, 10), (4, 5), (7, 1), (2, 5), (2, 3)]",8
Czech,504,12,"[(10, 2), (6, 8), (9, 8), (3, 2), (5, 7), (7, 12), (12, 3), (1, 7), (7, 4), (11, 6), (6, 4)]",6
Czech,512,13,"[(1, 10), (1, 13), (5, 3), (13, 7), (3, 6), (3, 11), (9, 7), (12, 2), (12, 4), (4, 1), (13, 8), (3, 13)]",12
